Filename,Timestamp,GT_Lat,GT_Lon,Pred_Lat,Pred_Lon,ClassName,Confidence,Distance_km
2019_05_03_3DIMG_03MAY2019_1130_L1C_SGP_V01R00_B3_event2_VSCS_BOB.png,"3-MAY-2019, 1130 UTC",15.68230343,86.40966797,15.61265278,86.44560242,VSCS,0.93,8.6479
2018_10_09_3DIMG_09OCT2018_2130_L1C_SGP_V01R00_B3_event12_SCS_BOB.png,"9-OCT-2018, 2130 UTC",20.96617889,85.79875946,20.96617889,85.76282501,SCS,0.94,3.7312
2019_11_05_3DIMG_05NOV2019_1000_L1C_SGP_V01R00_B3_event9_D_BOB.png,"5-NOV-2019, 1000 UTC",23.44255638,90.25482178,23.27664375,90.00326538,D,0.92,31.6191
2016_10_27_3DIMG_27OCT2016_0000_L1C_SGP_V01R00_B3_event6_DD_BOB.png,"27-OCT-2016, 0000 UTC",21.03368187,85.47533417,20.89864731,85.43939972,DD,0.92,15.4718
2020_10_17_3DIMG_17OCT2020_0800_L1C_SGP_V01R00_B3_event5_D_AS.png,"17-OCT-2020, 0800 UTC",18.96133995,67.97451782,18.99553299,67.86670685,D,0.94,11.957
2022_12_24_3DIMG_24DEC2022_2200_L1C_SGP_V01R00_B3_event15_D_BOB.png,"24-DEC-2022, 2200 UTC",27.19830132,82.27703094,27.06967545,82.31297302,D,0.91,14.7381
2015_08_04_3DIMG_04AUG2015_1030_L1C_SGP_V01R00_B3_event7_D_AS.png,"4-AUG-2015, 1030 UTC",13.93406582,78.61156464,13.89895725,78.2522049,D,0.91,38.982
2013_11_14_3DIMG_14NOV2013_1230_L1C_SGP_V01R00_B3_event7_D_BOB.png,"14-NOV-2013, 1230 UTC",25.93789101,84.50506592,25.97038269,84.57693481,D,0.9,8.0426
2018_09_20_3DIMG_20SEP2018_1530_L1C_SGP_V01R00_B3_event10_CS_BOB.png,"20-SEP-2018, 1530 UTC",18.0011158,85.47533417,17.93232155,85.2237854,CS,0.93,27.6848
2015_09_18_3DIMG_18SEP2015_1300_L1C_SGP_V01R00_B3_event8_D_AS.png,"18-SEP-2015, 1300 UTC",16.27335548,75.88043213,15.75193024,75.98823547,D,0.92,59.1136
2021_10_07_3DIMG_07OCT2021_0700_L1C_SGP_V01R00_B3_event7_D_AS.png,"7-OCT-2021, 0700 UTC",22.4439621,67.14798737,22.67763138,66.9683075,D,0.27,31.8674
2019_11_05_3DIMG_05NOV2019_0900_L1C_SGP_V01R00_B3_event8_VSCS_AS.png,"5-NOV-2019, 0900 UTC",16.93181229,63.77000809,16.96640587,63.80594635,VSCS,0.93,5.423
2022_08_09_3DIMG_09AUG2022_1300_L1C_SGP_V01R00_B3_event6_D_BOB.png,"9-AUG-2022, 1300 UTC",15.473279,84.00196075,15.473279,83.96602631,D,0.91,3.8509
2015_08_01_3DIMG_01AUG2015_1030_L1C_SGP_V01R00_B3_event6_D_BOB.png,"1-AUG-2015, 1030 UTC",12.87854004,88.45802307,12.94905281,88.49395752,D,0.78,8.7547
2022_10_24_3DIMG_24OCT2022_1030_L1C_SGP_V01R00_B3_event11_CS_BOB.png,"24-OCT-2022, 1030 UTC",16.58554077,89.71578217,16.37747383,89.78765106,CS,0.9,24.3721
2016_08_16_3DIMG_16AUG2016_2200_L1C_SGP_V01R00_B3_event5_D_BOB.png,"16-AUG-2016, 2200 UTC",15.26404095,88.45802307,15.33380985,88.78144073,D,0.91,35.5449
2018_03_13_3DIMG_13MAR2018_1230_L1C_SGP_V01R00_B3_event1_D_AS.png,"13-MAR-2018, 1230 UTC",29.45604515,74.98203278,29.58178711,74.80235291,D,0.9,22.3107
2020_10_23_3DIMG_23OCT2020_0700_L1C_SGP_V01R00_B3_event6_D_BOB.png,"23-OCT-2020, 0700 UTC",14.74002552,88.67363739,14.84493256,88.63770294,D,0.93,12.2882
2016_08_17_3DIMG_17AUG2016_1530_L1C_SGP_V01R00_B3_event5_DD_BOB.png,"17-AUG-2016, 1530 UTC",14.14459801,87.45181274,14.10952282,87.30806732,D,0.91,15.9835
2014_05_21_3DIMG_21MAY2014_1030_L1C_SGP_V01R00_B3_event2_D_BOB.png,"21-MAY-2014, 1030 UTC",20.35728264,90.86573029,20.22163773,90.90166473,D,0.91,15.5417
2016_07_06_3DIMG_06JUL2016_2059_L1C_SGP_V01R00_B3_event3_D_AS.png,"6-JUL-2016, 2059 UTC",11.71225357,80.94740295,11.71225357,79.29434967,D,0.89,179.9838
2016_05_19_3DIMG_19MAY2016_0430_L1C_SGP_V01R00_B3_event1_CS_BOB.png,"19-MAY-2016, 0430 UTC",21.13487625,81.55831146,20.93241692,81.3067627,CS,0.93,34.4731
2022_05_08_3DIMG_08MAY2022_0530_L1C_SGP_V01R00_B3_event3_CS_BOB.png,"8-MAY-2022, 0530 UTC",24.7950058,88.74550629,24.6637001,88.74550629,CS,0.91,14.6005
2019_10_24_3DIMG_24OCT2019_0500_L1C_SGP_V01R00_B3_event7_D_AS.png,"24-OCT-2019, 0500 UTC",21.33705711,70.34629059,21.33705711,70.41816711,D,0.92,7.4445
2017_12_01_3DIMG_01DEC2017_1630_L1C_SGP_V01R00_B3_event9_VSCS_AS.png,"1-DEC-2017, 1630 UTC",26.97310829,72.25090027,26.9409008,72.32276917,VSCS,0.93,7.9728
2023_06_10_3DIMG_10JUN2023_0930_L1C_SGP_V01R00_B3_event3_VSCS_AS.png,"10-JUN-2023, 0930 UTC",19.84800148,67.36360931,19.91600227,67.18392944,CS,0.52,20.253
2021_10_08_3DIMG_08OCT2021_0600_L1C_SGP_V01R00_B3_event7_D_AS.png,"8-OCT-2021, 0600 UTC",22.00894737,66.17771912,21.80771255,66.10585022,D,0.91,23.5727
2019_05_02_3DIMG_02MAY2019_0730_L1C_SGP_V01R00_B3_event2_ESCS_BOB.png,"2-MAY-2019, 0730 UTC",19.84800148,84.75661469,19.71191216,84.72068024,ESCS,0.93,15.5926
2015_06_11_3DIMG_11JUN2015_0000_L1C_SGP_V01R00_B3_event1_CS_AS.png,"11-JUN-2015, 0000 UTC",15.96066475,60.787323,15.89111137,60.96700287,CS,0.93,20.7109
2015_07_29_3DIMG_29JUL2015_0630_L1C_SGP_V01R00_B3_event5_D_AS.png,"29-JUL-2015, 0630 UTC",9.079461098,73.0055542,9.008006096,72.82587433,D,0.9,21.2708
2015_11_09_3DIMG_09NOV2015_1530_L1C_SGP_V01R00_B3_event12_DD_BOB.png,"9-NOV-2015, 1530 UTC",24.30188751,79.94119263,24.1700592,79.83338928,DD,0.92,18.2854
2016_12_07_3DIMG_07DEC2016_1200_L1C_SGP_V01R00_B3_event9_D_BOB.png,"7-DEC-2016, 1200 UTC",26.35958099,90.4704361,26.71518898,90.61418152,D,0.92,42.048
2018_05_29_3DIMG_29MAY2018_2230_L1C_SGP_V01R00_B3_event4_DD_BOB.png,"29-MAY-2018, 2230 UTC",15.78673458,94.81868744,15.75193024,95.07023621,D,0.93,27.195
2014_11_05_3DIMG_05NOV2014_0900_L1C_SGP_V01R00_B3_event8_D_BOB.png,"5-NOV-2014, 0900 UTC",23.6082592,87.48774719,23.47571373,87.4158783,D,0.92,16.4589
2017_07_18_3DIMG_18JUL2017_2230_L1C_SGP_V01R00_B3_event4_D_BOB.png,"18-JUL-2017, 2230 UTC",16.68948936,85.2237854,16.75875664,85.00816345,D,0.91,24.2193
2019_11_05_3DIMG_05NOV2019_1330_L1C_SGP_V01R00_B3_event9_D_BOB.png,"5-NOV-2019, 1330 UTC",23.4093895,90.00326538,23.24343491,89.67984009,D,0.91,37.8298
2023_08_02_3DIMG_02AUG2023_0130_L1C_SGP_V01R00_B3_event4_DD_BOB.png,"2-AUG-2023, 0130 UTC",13.5124197,87.20026398,13.93406582,86.76902771,DD,0.91,66.0916
2018_11_13_3DIMG_13NOV2018_0130_L1C_SGP_V01R00_B3_event13_CS_BOB.png,"13-NOV-2018, 0130 UTC",23.34303284,87.1643219,23.27664375,87.20026398,CS,0.91,8.2442
2019_09_30_3DIMG_30SEP2019_0100_L1C_SGP_V01R00_B3_event6_D_AS.png,"30-SEP-2019, 0100 UTC",13.37170219,70.56190491,13.37170219,70.56190491,D,0.92,0
2019_08_08_3DIMG_08AUG2019_0130_L1C_SGP_V01R00_B3_event4_D_BOB.png,"8-AUG-2019, 0130 UTC",13.72333813,83.46292114,13.7584734,83.35511017,D,0.92,12.2828
2019_09_30_3DIMG_30SEP2019_1530_L1C_SGP_V01R00_B3_event6_D_AS.png,"30-SEP-2019, 1530 UTC",12.98430157,72.35870361,13.09001827,72.61026001,D,0.89,29.6781
2014_05_21_3DIMG_21MAY2014_0930_L1C_SGP_V01R00_B3_event2_D_BOB.png,"21-MAY-2014, 0930 UTC",20.45893669,90.79386139,20.32338142,90.79386139,D,0.92,15.0731
2016_08_18_3DIMG_18AUG2016_1500_L1C_SGP_V01R00_B3_event5_DD_BOB.png,"18-AUG-2016, 1500 UTC",12.34906006,83.0316925,12.24303246,83.0316925,D,0.93,11.7897
2017_06_12_3DIMG_12JUN2017_0230_L1C_SGP_V01R00_B3_event3_DD_BOB.png,"12-JUN-2017, 0230 UTC",13.72333813,90.4704361,13.65305328,90.50637054,DD,0.93,8.7265
2019_10_25_3DIMG_25OCT2019_1200_L1C_SGP_V01R00_B3_event7_SCS_AS.png,"25-OCT-2019, 1200 UTC",20.45893669,71.71186066,20.35728264,71.42436981,SCS,0.91,32.0223
2019_08_08_3DIMG_08AUG2019_2230_L1C_SGP_V01R00_B3_event4_D_BOB.png,"8-AUG-2019, 2230 UTC",12.98430157,78.8631134,12.80800724,79.15060425,D,0.92,36.8144
2022_08_14_3DIMG_14AUG2022_0900_L1C_SGP_V01R00_B3_event8_D_BOB.png,"14-AUG-2022, 0900 UTC",14.74002552,86.73309326,14.80996895,86.69715881,D,0.92,8.6842
2023_05_14_3DIMG_14MAY2023_1700_L1C_SGP_V01R00_B3_event2_SCS_BOB.png,"14-MAY-2023, 1700 UTC",14.24979019,94.27964783,13.23090172,94.85462189,DD,0.87,129.2001
2019_06_12_3DIMG_12JUN2019_0130_L1C_SGP_V01R00_B3_event3_VSCS_AS.png,"12-JUN-2019, 0130 UTC",18.85872078,70.34629059,18.72179604,70.27442169,VSCS,0.93,17.0014
2020_10_23_3DIMG_23OCT2020_0500_L1C_SGP_V01R00_B3_event6_D_BOB.png,"23-OCT-2020, 0500 UTC",15.12443066,88.45802307,15.29892826,88.67363739,D,0.92,30.1948
2022_10_24_3DIMG_24OCT2022_0330_L1C_SGP_V01R00_B3_event11_CS_BOB.png,"24-OCT-2022, 0330 UTC",18.0011158,88.96112061,18.06988335,88.92518616,CS,0.89,8.5385
2019_10_24_3DIMG_24OCT2019_0600_L1C_SGP_V01R00_B3_event7_D_AS.png,"24-OCT-2019, 0600 UTC",21.33705711,70.34629059,21.30338097,70.45410156,D,0.92,11.7787
2013_11_16_3DIMG_16NOV2013_1000_L1C_SGP_V01R00_B3_event7_D_BOB.png,"16-NOV-2013, 1000 UTC",25.44942284,79.29434967,25.31882286,79.40215302,D,0.93,18.1156
2019_10_25_3DIMG_25OCT2019_2030_L1C_SGP_V01R00_B3_event7_SCS_AS.png,"25-OCT-2019, 2030 UTC",20.25555992,71.20875549,20.32338142,71.17282104,VSCS,0.84,8.4213
2022_12_14_3DIMG_14DEC2022_0900_L1C_SGP_V01R00_B3_event14_D_AS.png,"14-DEC-2022, 0900 UTC",23.11052132,69.59163666,23.11052132,69.51976776,CS,0.49,7.3501
2022_08_12_3DIMG_12AUG2022_0630_L1C_SGP_V01R00_B3_event7_D_AS.png,"12-AUG-2022, 0630 UTC",14.31989098,65.89022827,14.21473122,65.81835938,D,0.91,14.0256
2016_10_26_3DIMG_26OCT2016_1630_L1C_SGP_V01R00_B3_event6_CS_BOB.png,"26-OCT-2016, 1630 UTC",20.62820816,86.51747894,20.49280548,86.2299881,CS,0.78,33.5047
2020_12_03_3DIMG_03DEC2020_2200_L1C_SGP_V01R00_B3_event9_DD_BOB.png,"3-DEC-2020, 2200 UTC",27.19830132,78.57563019,26.74746132,79.25841522,DD,0.92,84.2106
2023_02_01_3DIMG_01FEB2023_1230_L1C_SGP_V01R00_B3_event1_D_BOB.png,"1-FEB-2023, 1230 UTC",28.03069115,82.27703094,27.06967545,82.20516205,D,0.29,107.0947
2023_06_16_3DIMG_16JUN2023_0900_L1C_SGP_V01R00_B3_event3_CS_AS.png,"16-JUN-2023, 0900 UTC",12.66688156,69.98693085,12.52567673,69.9509964,VSCS,0.86,16.1783
2022_08_21_3DIMG_21AUG2022_0400_L1C_SGP_V01R00_B3_event9_D_BOB.png,"21-AUG-2022, 0400 UTC",12.73745441,81.52237701,12.59628868,81.34269714,D,0.92,25.0276
2019_10_25_3DIMG_25OCT2019_0030_L1C_SGP_V01R00_B3_event7_CS_AS.png,"25-OCT-2019, 0030 UTC",20.8310833,71.49624634,20.69586372,71.31656647,CS,0.91,23.9809
2023_06_13_3DIMG_13JUN2023_2200_L1C_SGP_V01R00_B3_event3_VSCS_AS.png,"13-JUN-2023, 2200 UTC",14.94978714,66.28553009,15.29892826,66.50114441,VSCS,0.66,45.1982
2015_11_02_3DIMG_02NOV2015_2230_L1C_SGP_V01R00_B3_event10_VSCS_AS.png,"2-NOV-2015, 2230 UTC",22.74431992,49.00032806,22.64427376,49.25187683,VSCS,0.83,28.1011
2013_11_15_3DIMG_15NOV2013_1300_L1C_SGP_V01R00_B3_event7_D_BOB.png,"15-NOV-2013, 1300 UTC",26.77972412,82.81607056,26.52135849,82.52858734,D,0.92,40.5169
2017_11_16_3DIMG_16NOV2017_1900_L1C_SGP_V01R00_B3_event8_D_BOB.png,"16-NOV-2017, 1900 UTC",18.24168015,85.54720306,18.17298126,85.69094849,D,0.91,16.9968
2015_10_11_3DIMG_11OCT2015_1230_L1C_SGP_V01R00_B3_event9_D_AS.png,"11-OCT-2015, 1230 UTC",20.8310833,69.16040802,20.69586372,69.37602234,D,0.92,26.9934
2018_07_22_3DIMG_22JUL2018_1930_L1C_SGP_V01R00_B3_event6_D_BOB.png,"22-JUL-2018, 1930 UTC",12.98430157,84.39725494,12.87854004,84.54100037,D,0.91,19.5189
2018_10_10_3DIMG_10OCT2018_2000_L1C_SGP_V01R00_B3_event11_VSCS_AS.png,"10-OCT-2018, 2000 UTC",22.10945702,58.41555023,21.87482262,58.27180481,VSCS,0.94,30.0058
2015_07_28_3DIMG_28JUL2015_1400_L1C_SGP_V01R00_B3_event6_D_BOB.png,"28-JUL-2015, 1400 UTC",15.26404095,90.32669067,15.15934181,90.32669067,D,0.91,11.642
2015_06_08_3DIMG_08JUN2015_0330_L1C_SGP_V01R00_B3_event1_CS_AS.png,"8-JUN-2015, 0330 UTC",18.85872078,67.14798737,18.85872078,67.07611847,CS,0.92,7.5625
2019_09_30_3DIMG_30SEP2019_0800_L1C_SGP_V01R00_B3_event6_D_AS.png,"30-SEP-2019, 0800 UTC",13.09001827,71.49624634,13.125247,71.42436981,D,0.92,8.7142
2019_09_29_3DIMG_29SEP2019_2030_L1C_SGP_V01R00_B3_event6_D_AS.png,"29-SEP-2019, 2030 UTC",13.5124197,70.34629059,13.37170219,70.41816711,D,0.92,17.4716
2014_06_11_3DIMG_11JUN2014_0000_L1C_SGP_V01R00_B3_event3_CS_AS.png,"11-JUN-2014, 0000 UTC",20.25555992,67.14798737,20.08587456,67.18392944,CS,0.93,19.2375
2022_11_21_3DIMG_21NOV2022_0600_L1C_SGP_V01R00_B3_event12_D_BOB.png,"21-NOV-2022, 0600 UTC",24.00507927,83.35511017,23.93902779,83.49885559,D,0.91,16.3478
2018_10_09_3DIMG_09OCT2018_0730_L1C_SGP_V01R00_B3_event12_CS_BOB.png,"9-OCT-2018, 0730 UTC",21.84127235,86.62528229,21.57257843,86.44560242,CS,0.93,35.1743
2019_12_03_3DIMG_03DEC2019_0600_L1C_SGP_V01R00_B3_event10_DD_AS.png,"3-DEC-2019, 0600 UTC",29.07787704,56.29533005,29.01471138,56.40313721,DD,0.93,12.6159
2022_10_24_3DIMG_24OCT2022_0500_L1C_SGP_V01R00_B3_event11_CS_BOB.png,"24-OCT-2022, 0500 UTC",17.69132996,89.06893158,17.79465294,89.14080048,CS,0.9,13.7815
2015_07_27_3DIMG_27JUL2015_1900_L1C_SGP_V01R00_B3_event6_D_BOB.png,"27-JUL-2015, 1900 UTC",14.6700592,90.4704361,14.80996895,90.25482178,D,0.92,27.9218
2019_08_08_3DIMG_08AUG2019_0630_L1C_SGP_V01R00_B3_event4_D_BOB.png,"8-AUG-2019, 0630 UTC",13.19568825,81.73799133,13.23090172,81.98954773,D,0.92,27.5113
2016_11_03_3DIMG_03NOV2016_1230_L1C_SGP_V01R00_B3_event7_D_BOB.png,"3-NOV-2016, 1230 UTC",22.4439621,85.47533417,22.37712479,85.2956543,D,0.92,19.9097
2018_05_22_3DIMG_22MAY2018_1900_L1C_SGP_V01R00_B3_event3_CS_AS.png,"22-MAY-2018, 1900 UTC",25.74274635,56.29533005,25.54727745,56.29533005,CS,0.93,21.7352
2013_11_26_3DIMG_26NOV2013_0300_L1C_SGP_V01R00_B3_event9_VSCS_BOB.png,"26-NOV-2013, 0300 UTC",24.10409355,90.00326538,24.10409355,90.00326538,VSCS,0.92,0
2022_08_15_3DIMG_15AUG2022_1300_L1C_SGP_V01R00_B3_event8_D_BOB.png,"15-AUG-2022, 1300 UTC",13.30131245,79.61777496,13.30131245,79.68964386,D,0.9,7.7771
2019_11_05_3DIMG_05NOV2019_1600_L1C_SGP_V01R00_B3_event8_VSCS_AS.png,"5-NOV-2019, 1600 UTC",16.93181229,64.48873138,17.03557014,64.59653473,VSCS,0.92,16.2648
2018_07_21_3DIMG_21JUL2018_0300_L1C_SGP_V01R00_B3_event6_D_BOB.png,"21-JUL-2018, 0300 UTC",15.75193024,87.91898346,16.16917992,87.66742706,D,0.87,53.627
2019_01_06_3DIMG_06JAN2019_1130_L1C_SGP_V01R00_B3_event1_DD_BOB.png,"6-JAN-2019, 1130 UTC",25.05719757,92.98595428,25.15537262,92.84220886,DD,0.92,18.1289
2021_09_13_3DIMG_13SEP2021_1030_L1C_SGP_V01R00_B3_event4_DD_BOB.png,"13-SEP-2021, 1030 UTC",15.4384203,85.65501404,15.54297733,85.61907959,DD,0.92,12.2473
2015_11_08_3DIMG_08NOV2015_0600_L1C_SGP_V01R00_B3_event11_ESCS_AS.png,"8-NOV-2015, 0600 UTC",23.9059906,54.85789108,23.93902779,54.75008011,ESCS,0.94,11.5576
2019_10_25_3DIMG_25OCT2019_2000_L1C_SGP_V01R00_B3_event7_SCS_AS.png,"25-OCT-2019, 2000 UTC",20.25555992,71.28062439,20.11982727,71.20875549,VSCS,0.87,16.8538
2016_08_11_3DIMG_11AUG2016_0100_L1C_SGP_V01R00_B3_event4_DD_BOB.png,"11-AUG-2016, 0100 UTC",12.73745441,87.66742706,12.70217037,87.63149261,DD,0.92,5.5304
2021_12_03_3DIMG_03DEC2021_1930_L1C_SGP_V01R00_B3_event10_CS_BOB.png,"3-DEC-2021, 1930 UTC",20.76348877,84.82849121,20.52666664,84.972229,CS,0.93,30.2844
2021_12_05_3DIMG_05DEC2021_0500_L1C_SGP_V01R00_B3_event10_DD_BOB.png,"5-DEC-2021, 0500 UTC",17.82908058,85.79875946,17.89791489,85.72688293,DD,0.91,10.7912
2018_11_10_3DIMG_10NOV2018_1530_L1C_SGP_V01R00_B3_event13_CS_BOB.png,"10-NOV-2018, 1530 UTC",23.14376259,89.06893158,23.30984306,89.32048035,CS,0.93,31.6502
2023_06_18_3DIMG_18JUN2023_0830_L1C_SGP_V01R00_B3_event3_D_AS.png,"18-JUN-2023, 0830 UTC",10.11388779,74.26331329,10.11388779,74.01176453,D,0.92,27.5363
2018_11_13_3DIMG_13NOV2018_2100_L1C_SGP_V01R00_B3_event13_CS_BOB.png,"13-NOV-2018, 2100 UTC",23.50886154,85.47533417,23.54200363,85.61907959,CS,0.92,15.1115
2017_10_20_3DIMG_20OCT2017_0830_L1C_SGP_V01R00_B3_event7_D_BOB.png,"20-OCT-2017, 0830 UTC",14.94978714,86.01437378,14.94978714,86.01437378,D,0.91,0
2021_10_02_3DIMG_02OCT2021_0500_L1C_SGP_V01R00_B3_event6_SCS_AS.png,"2-OCT-2021, 0500 UTC",12.56098557,61.86540222,12.4197216,61.86540222,SCS,0.93,15.7078
2022_03_22_3DIMG_22MAR2022_2200_L1C_SGP_V01R00_B3_event2_D_BOB.png,"22-MAR-2022, 2200 UTC",18.24168015,94.53119659,18.06988335,94.31558228,D,0.92,29.7308
2015_06_10_3DIMG_10JUN2015_0330_L1C_SGP_V01R00_B3_event1_CS_AS.png,"10-JUN-2015, 0330 UTC",15.4384203,61.72166061,15.29892826,61.86540222,CS,0.92,21.8657
2021_05_17_3DIMG_17MAY2021_0959_L1C_SGP_V01R00_B3_event2_ESCS_AS.png,"17-MAY-2021, 0959 UTC",17.00098991,71.31656647,16.96640587,71.42436981,ESCS,0.94,12.0922
2015_11_01_3DIMG_01NOV2015_0800_L1C_SGP_V01R00_B3_event10_ESCS_AS.png,"1-NOV-2015, 0800 UTC",23.04401398,55.25318527,23.04401398,55.18131256,ESCS,0.94,7.3542
2022_07_16_3DIMG_16JUL2022_1600_L1C_SGP_V01R00_B3_event5_D_AS.png,"16-JUL-2022, 1600 UTC",14.21473122,68.72917175,14.14459801,68.7651062,D,0.91,8.7077
2017_05_30_3DIMG_30MAY2017_0530_L1C_SGP_V01R00_B3_event2_SCS_BOB.png,"30-MAY-2017, 0530 UTC",14.00426483,91.87194061,13.86384487,92.01567841,SCS,0.93,22.0099
2014_01_04_3DIMG_04JAN2014_1000_L1C_SGP_V01R00_B3_event1_D_BOB.png,"4-JAN-2014, 1000 UTC",27.29467201,82.99575043,27.19830132,82.95981598,D,0.92,11.2894
2014_10_12_3DIMG_12OCT2014_1530_L1C_SGP_V01R00_B3_event6_CS_BOB.png,"12-OCT-2014, 1530 UTC",18.41330719,82.45671082,18.4819088,82.56452179,CS,0.91,13.6935
2020_11_26_3DIMG_26NOV2020_0930_L1C_SGP_V01R00_B3_event7_DD_BOB.png,"26-NOV-2020, 0930 UTC",23.30984306,79.29434967,23.07727051,79.33028412,DD,0.92,26.1204
2023_06_07_3DIMG_07JUN2023_0230_L1C_SGP_V01R00_B3_event3_SCS_AS.png,"7-JUN-2023, 0230 UTC",23.9059906,66.17771912,23.70757866,66.32146454,D,0.5,26.4689
2023_08_01_3DIMG_01AUG2023_2000_L1C_SGP_V01R00_B3_event4_DD_BOB.png,"1-AUG-2023, 2000 UTC",13.72333813,88.45802307,14.28484344,87.88304138,DD,0.85,88.0148
