image_name,serial_number_of_system_during_year,basin_of_origin,name,date-dd-mm-yyyy,time-utc,predicted_lat,predicted_long,predicted_class,gt_class,lat_error,long_error,distance_from_closest_gt
2013_10_09_3DIMG_09OCT2013_0830_L1C_SGP_V01R00_B3_event5_DD_BOB.png,5,BOB,PHAILIN,09-10-2013,0830,13.582747,92.77034,DD,DD,0.17585754,0.17967987,27.56481819
2013_10_09_3DIMG_09OCT2013_1200_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,09-10-2013,1200,13.653053,92.626595,DD,CS,0.14063358,0.14374542,22.04378844
2013_10_09_3DIMG_09OCT2013_1230_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,09-10-2013,1230,13.582747,92.55472,DD,CS,0.07032776,0.0718689,11.02328054
2013_10_09_3DIMG_09OCT2013_1530_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,09-10-2013,1530,13.934066,92.087555,CS,CS,0.31616306,0.28748322,46.90251983
2013_10_09_3DIMG_09OCT2013_2100_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,09-10-2013,2100,14.214731,91.69226,CS,CS,0.21046638,0.28748322,38.8436802
2013_10_09_3DIMG_09OCT2013_2330_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,09-10-2013,2330,14.495045,91.29696,CS,CS,0.07004452,0.2515564,28.18328543
2013_10_10_3DIMG_10OCT2013_0000_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,10-10-2013,0000,14.530059,91.29696,CS,CS,0.07003307,0.21562195,24.48429323
2013_10_10_3DIMG_10OCT2013_0600_L1C_SGP_V01R00_B3_event5_VSCS_BOB.png,5,BOB,PHAILIN,10-10-2013,0600,15.054591,90.721985,VSCS,VSCS,0.10480404,0.25154877,29.42376034
2013_10_10_3DIMG_10OCT2013_0630_L1C_SGP_V01R00_B3_event5_VSCS_BOB.png,5,BOB,PHAILIN,10-10-2013,0630,15.054591,90.650116,VSCS,VSCS,0.10480404,0.17967987,22.54418895
2013_10_10_3DIMG_10OCT2013_0700_L1C_SGP_V01R00_B3_event5_VSCS_BOB.png,5,BOB,PHAILIN,10-10-2013,0700,15.089514,90.61418,ESCS,VSCS,0.13972664,0.14374542,21.90245983
2013_10_10_3DIMG_10OCT2013_0730_L1C_SGP_V01R00_B3_event5_VSCS_BOB.png,5,BOB,PHAILIN,10-10-2013,0730,15.124431,90.61418,VSCS,VSCS,0.17464352,0.14374542,24.80724799
2013_10_10_3DIMG_10OCT2013_0800_L1C_SGP_V01R00_B3_event5_VSCS_BOB.png,5,BOB,PHAILIN,10-10-2013,0800,15.194247,90.542305,VSCS,VSCS,0.2444601,0.0718689,28.25677741
2013_10_10_3DIMG_10OCT2013_0830_L1C_SGP_V01R00_B3_event5_VSCS_BOB.png,5,BOB,PHAILIN,10-10-2013,0830,15.194247,90.542305,VSCS,VSCS,0.2444601,0.0718689,28.25677741
2013_10_10_3DIMG_10OCT2013_1130_L1C_SGP_V01R00_B3_event5_VSCS_BOB.png,5,BOB,PHAILIN,10-10-2013,1130,15.298928,90.14701,VSCS,VSCS,0.069758415,0.107810974,13.92231268
2013_10_10_3DIMG_10OCT2013_1200_L1C_SGP_V01R00_B3_event5_VSCS_BOB.png,5,BOB,PHAILIN,10-10-2013,1200,15.368687,90.11108,VSCS,VSCS,0.10459232,0.14374542,19.3048222
2013_10_10_3DIMG_10OCT2013_1530_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,10-10-2013,1530,15.508131,89.643906,ESCS,ESCS,0.034852028,0.28749084,31.04906182
2013_10_10_3DIMG_10OCT2013_2100_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,10-10-2013,2100,15.647481,88.99706,ESCS,ESCS,0.17420197,0.035942078,19.74929462
2013_10_10_3DIMG_10OCT2013_2330_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,10-10-2013,2330,15.821532,88.67364,ESCS,ESCS,0.069579124,0.107810974,13.88679876
2013_10_11_3DIMG_11OCT2013_0000_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0000,15.786735,88.67364,ESCS,ESCS,0.20869827,0.21561432,32.71456837
2013_10_11_3DIMG_11OCT2013_0030_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0030,15.856325,88.60176,ESCS,ESCS,0.1391077,0.1437378,21.80552726
2013_10_11_3DIMG_11OCT2013_0130_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0130,15.786735,88.45802,ESCS,ESCS,0.20869827,0.0,23.20618912
2013_10_11_3DIMG_11OCT2013_0230_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0230,15.856325,88.42208,ESCS,ESCS,0.1391077,0.035942078,15.9383571
2013_10_11_3DIMG_11OCT2013_0330_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0330,15.925891,88.31428,ESCS,ESCS,0.06954193,0.14374542,17.20342584
2013_10_11_3DIMG_11OCT2013_0430_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0430,15.960665,88.35021,ESCS,ESCS,0.104286194,0.0,11.59609567
2013_10_11_3DIMG_11OCT2013_0500_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0500,16.06495,88.27834,ESCS,ESCS,0.034748077,0.0718689,8.596021459
2013_10_11_3DIMG_11OCT2013_0530_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0530,16.099699,88.20647,ESCS,ESCS,0.069480896,0.107810974,13.86739762
2013_10_11_3DIMG_11OCT2013_0600_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0600,16.16918,88.17053,ESCS,ESCS,0.0,0.14374542,15.35150162
2013_10_11_3DIMG_11OCT2013_0630_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0630,16.20391,88.1346,ESCS,ESCS,0.0,0.107803345,11.51098964
2013_10_11_3DIMG_11OCT2013_0700_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0700,16.238636,88.09866,ESCS,ESCS,0.034719467,0.107803345,12.13825455
2013_10_11_3DIMG_11OCT2013_0730_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0730,16.308067,88.02679,ESCS,ESCS,0.0,0.107810974,11.50570386
2013_10_11_3DIMG_11OCT2013_0800_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0800,16.308067,87.99085,ESCS,ESCS,0.06940651,0.107810974,13.85266714
2013_10_11_3DIMG_11OCT2013_0830_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0830,16.342773,87.99085,ESCS,ESCS,0.06939316,0.03593445,8.61601601
2013_10_11_3DIMG_11OCT2013_0930_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,0930,16.51621,87.84711,ESCS,ESCS,0.0,0.071876526,7.662537208
2013_10_11_3DIMG_11OCT2013_1030_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,1030,16.58554,87.70336,ESCS,ESCS,0.034656525,0.107810974,12.11733949
2013_10_11_3DIMG_11OCT2013_1130_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,1130,16.654846,87.59556,ESCS,ESCS,0.069280624,0.107803345,13.82706784
2013_10_11_3DIMG_11OCT2013_1200_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,1200,16.724127,87.48775,ESCS,ESCS,0.06925392,0.21561432,24.21406386
2013_10_11_3DIMG_11OCT2013_1230_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,1230,16.724127,87.48775,ESCS,ESCS,0.06925392,0.107810974,13.82262511
2013_10_11_3DIMG_11OCT2013_1330_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,1330,16.758757,87.30807,ESCS,ESCS,0.06924248,0.107810974,13.82017975
2013_10_11_3DIMG_11OCT2013_1400_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,1400,16.758757,87.200264,ESCS,ESCS,0.06924248,0.17967987,20.61890307
2013_10_11_3DIMG_11OCT2013_1430_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,1430,16.68949,87.200264,ESCS,ESCS,0.20772552,0.0718689,24.33209868
2013_10_11_3DIMG_11OCT2013_1500_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,1500,16.620197,87.12839,ESCS,ESCS,0.2770176,0.03593445,31.03965498
2013_10_11_3DIMG_11OCT2013_1530_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,1530,16.724127,87.12839,ESCS,ESCS,0.17308807,0.03593445,19.62291449
2013_10_11_3DIMG_11OCT2013_1600_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,1600,16.724127,87.020584,ESCS,ESCS,0.17308807,0.0718689,20.71110805
2013_10_11_3DIMG_11OCT2013_1630_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,1630,16.620197,86.94871,ESCS,ESCS,0.311615,0.107810974,36.50154842
2013_10_11_3DIMG_11OCT2013_2030_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,2030,17.208368,86.69716,ESCS,ESCS,0.13822556,0.14374542,21.66862972
2013_10_11_3DIMG_11OCT2013_2100_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,2100,17.277441,86.661224,ESCS,ESCS,0.1727333,0.107803345,22.36183369
2013_10_11_3DIMG_11OCT2013_2200_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,2200,17.277441,86.51748,ESCS,ESCS,0.06907272,0.14374542,17.0886796
2013_10_11_3DIMG_11OCT2013_2230_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,2230,17.277441,86.481544,ESCS,ESCS,0.034526825,0.1437378,15.73582543
2013_10_11_3DIMG_11OCT2013_2330_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,11-10-2013,2330,17.311968,86.40967,ESCS,ESCS,0.10354233,0.107810974,16.23179357
2013_10_12_3DIMG_12OCT2013_0000_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0000,17.381002,86.301865,ESCS,ESCS,0.10350227,0.21561432,25.6061687
2013_10_12_3DIMG_12OCT2013_0030_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0030,17.484505,86.26592,ESCS,ESCS,0.034488678,0.14374542,15.71882735
2013_10_12_3DIMG_12OCT2013_0130_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0130,17.587948,86.19405,ESCS,ESCS,0.034467697,0.03593445,5.403181464
2013_10_12_3DIMG_12OCT2013_0200_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0200,17.725779,86.19405,ESCS,ESCS,0.034448624,0.0718689,8.522170729
2013_10_12_3DIMG_12OCT2013_0230_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0230,17.725779,86.15812,ESCS,ESCS,0.0,0.071876526,7.61286705
2013_10_12_3DIMG_12OCT2013_0300_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0300,17.794653,86.01437,ESCS,ESCS,0.0,0.0,0.0
2013_10_12_3DIMG_12OCT2013_0330_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0330,17.897915,85.97844,ESCS,ESCS,0.068834305,0.071876526,10.79122268
2013_10_12_3DIMG_12OCT2013_0400_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0400,17.897915,85.90656,ESCS,ESCS,0.0,0.0,0.0
2013_10_12_3DIMG_12OCT2013_0430_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0430,17.966722,85.79876,ESCS,ESCS,0.03440094,0.0,3.825209993
2013_10_12_3DIMG_12OCT2013_0500_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0500,18.035503,85.72688,ESCS,ESCS,0.03438759,0.071876526,8.508002342
2013_10_12_3DIMG_12OCT2013_0530_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0530,18.069883,85.72688,ESCS,ESCS,0.03437996,0.035942078,5.390094447
2013_10_12_3DIMG_12OCT2013_0600_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0600,18.104256,85.72688,ESCS,ESCS,0.0,0.03593445,3.797910422
2013_10_12_3DIMG_12OCT2013_0630_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0630,18.138622,85.655014,ESCS,ESCS,0.0,0.0,0.0
2013_10_12_3DIMG_12OCT2013_0700_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0700,18.24168,85.61908,ESCS,ESCS,0.0,0.03593445,3.794921366
2013_10_12_3DIMG_12OCT2013_0730_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0730,18.344677,85.583145,ESCS,ESCS,0.0,0.035942078,3.793472052
2013_10_12_3DIMG_12OCT2013_0800_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0800,18.44761,85.5472,ESCS,ESCS,0.034303665,0.0718689,8.487027695
2013_10_12_3DIMG_12OCT2013_0830_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0830,18.44761,85.5472,ESCS,ESCS,0.06858826,0.107803345,13.69009213
2013_10_12_3DIMG_12OCT2013_0930_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,0930,18.584759,85.403465,ESCS,ESCS,0.03427124,0.035942078,5.373028487
2013_10_12_3DIMG_12OCT2013_1030_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,1030,18.653292,85.25972,ESCS,ESCS,0.034261703,0.0,3.809727606
2013_10_12_3DIMG_12OCT2013_1130_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,1130,18.721796,85.18784,ESCS,ESCS,0.06850433,0.035942078,8.506270902
2013_10_12_3DIMG_12OCT2013_1200_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,1200,18.756039,85.223785,ESCS,ESCS,0.10274696,0.071876526,13.70536227
2013_10_12_3DIMG_12OCT2013_1230_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,1230,18.756039,85.25972,ESCS,ESCS,0.03424263,0.107810974,11.97408961
2013_10_12_3DIMG_12OCT2013_1330_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,1330,18.927141,85.08004,ESCS,ESCS,0.06842041,0.0718689,10.72609878
2013_10_12_3DIMG_12OCT2013_1400_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,1400,18.96134,85.15191,ESCS,ESCS,0.03419876,0.0,3.802728719
2013_10_12_3DIMG_12OCT2013_1430_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,1430,19.098066,85.044106,ESCS,ESCS,0.06834793,0.107803345,13.64266398
2013_10_12_3DIMG_12OCT2013_1500_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,1500,19.166388,85.08004,ESCS,ESCS,0.10249138,0.0718689,13.67097894
2013_10_12_3DIMG_12OCT2013_1530_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,1530,19.234678,84.936295,ESCS,ESCS,0.10244751,0.14374542,18.91202851
2013_10_12_3DIMG_12OCT2013_1600_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,1600,19.268814,84.90036,ESCS,ESCS,0.03413582,0.14374542,15.56000097
2013_10_12_3DIMG_12OCT2013_2030_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,2030,20.051914,84.541,VSCS,ESCS,0.13591194,0.03593445,15.57226109
2013_10_12_3DIMG_12OCT2013_2100_L1C_SGP_V01R00_B3_event5_ESCS_BOB.png,5,BOB,PHAILIN,12-10-2013,2100,20.221638,84.541,VSCS,ESCS,0.2716465,0.03593445,30.43793413
2013_10_13_3DIMG_13OCT2013_0000_L1C_SGP_V01R00_B3_event5_VSCS_BOB.png,5,BOB,PHAILIN,13-10-2013,0000,20.458937,84.325386,VSCS,VSCS,0.0,0.17967987,18.71924158
2013_10_13_3DIMG_13OCT2013_0300_L1C_SGP_V01R00_B3_event5_SCS_BOB.png,5,BOB,PHAILIN,13-10-2013,0300,20.966179,84.145706,CS,SCS,0.0,0.17967987,18.65668308
2013_10_13_3DIMG_13OCT2013_0600_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,13-10-2013,0600,21.538956,84.037895,CS,CS,0.06726837,0.0718689,10.54655973
2013_10_13_3DIMG_13OCT2013_0630_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,13-10-2013,0630,21.774147,83.89415,CS,CS,0.23519135,0.071876526,27.18655569
2013_10_13_3DIMG_13OCT2013_0700_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,13-10-2013,0700,21.740572,83.78635,CS,CS,0.16799355,0.107803345,21.75008407
2013_10_13_3DIMG_13OCT2013_0730_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,13-10-2013,0730,21.807713,83.82228,CS,CS,0.16791344,0.03593445,19.03652685
2013_10_13_3DIMG_13OCT2013_0800_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,13-10-2013,0800,21.841272,83.678535,CS,CS,0.13428307,0.17967987,23.81604479
2013_10_13_3DIMG_13OCT2013_0830_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,13-10-2013,0830,21.774147,83.46292,CS,CS,0.033575058,0.3234253,33.60929137
2013_10_13_3DIMG_13OCT2013_0930_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,13-10-2013,0930,22.075962,83.42699,CS,CS,0.16759491,0.3234253,38.20038581
2013_10_13_3DIMG_13OCT2013_1030_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,13-10-2013,1030,22.410547,83.57073,CS,CS,0.26760483,0.17967987,35.03217636
2013_10_13_3DIMG_13OCT2013_1130_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,13-10-2013,1130,22.610909,83.78635,CS,CS,0.26721382,0.03593445,29.94134069
2013_10_13_3DIMG_13OCT2013_1200_L1C_SGP_V01R00_B3_event5_CS_BOB.png,5,BOB,PHAILIN,13-10-2013,1200,22.74432,83.82228,CS,CS,0.23355484,0.0718689,26.99734666
2013_10_13_3DIMG_13OCT2013_2030_L1C_SGP_V01R00_B3_event5_DD_BOB.png,5,BOB,PHAILIN,13-10-2013,2030,23.475714,83.46292,DD,DD,0.2654953,0.21561432,36.8252091
2013_10_13_3DIMG_13OCT2013_2100_L1C_SGP_V01R00_B3_event5_DD_BOB.png,5,BOB,PHAILIN,13-10-2013,2100,23.442556,83.319176,DD,DD,0.23233795,0.43123627,51.05138123
2013_10_13_3DIMG_13OCT2013_2200_L1C_SGP_V01R00_B3_event5_DD_BOB.png,5,BOB,PHAILIN,13-10-2013,2200,23.210218,83.60667,DD,DD,0.099624634,0.17967987,21.43932049
2013_10_13_3DIMG_13OCT2013_2230_L1C_SGP_V01R00_B3_event5_DD_BOB.png,5,BOB,PHAILIN,13-10-2013,2230,23.276644,83.6426,D,DD,0.066389084,0.21561432,23.22288191
2013_10_13_3DIMG_13OCT2013_2330_L1C_SGP_V01R00_B3_event5_DD_BOB.png,5,BOB,PHAILIN,13-10-2013,2330,24.00508,83.46292,DD,DD,0.5625229,0.50310516,80.84205156
2013_10_14_3DIMG_14OCT2013_0000_L1C_SGP_V01R00_B3_event5_DD_BOB.png,5,BOB,PHAILIN,14-10-2013,0000,23.806822,83.678535,DD,DD,0.29796028,0.28749084,44.2162429
2013_10_14_3DIMG_14OCT2013_0300_L1C_SGP_V01R00_B3_event5_D_BOB.png,5,BOB,PHAILIN,14-10-2013,0300,23.806822,84.10977,D,D,0.19825745,0.035942078,22.3459494
2013_10_14_3DIMG_14OCT2013_0330_L1C_SGP_V01R00_B3_event5_D_BOB.png,5,BOB,PHAILIN,14-10-2013,0330,23.872942,83.96603,D,D,0.19815445,0.107803345,24.60609251
2013_10_14_3DIMG_14OCT2013_0400_L1C_SGP_V01R00_B3_event5_D_BOB.png,5,BOB,PHAILIN,14-10-2013,0400,24.268944,83.46292,D,D,0.09888458,0.6468506,66.51067442
2013_10_14_3DIMG_14OCT2013_0430_L1C_SGP_V01R00_B3_event5_D_BOB.png,5,BOB,PHAILIN,14-10-2013,0430,24.334822,83.42699,D,D,0.13179207,0.68278503,70.74703652
2013_10_14_3DIMG_14OCT2013_0500_L1C_SGP_V01R00_B3_event5_D_BOB.png,5,BOB,PHAILIN,14-10-2013,0500,24.400667,83.89415,D,D,0.09877968,0.28749084,31.12591613
2013_10_14_3DIMG_14OCT2013_0530_L1C_SGP_V01R00_B3_event5_D_BOB.png,5,BOB,PHAILIN,14-10-2013,0530,24.334822,83.75041,D,D,0.06584549,0.43122864,44.28820209
